MJD,magV
58275.9,15.7
58278.8,15.9
58278.9,15.6
58279.8,15.8
58279.9,15.8
58287.9,15.7
58288.8,15.9
58290.9,15.7
58296.8,15.8
58300.8,15.7
58301.9,15.8
58313.9,15.5
58364.3,15.6
58390.9,15.8
58390.9,16.2
58391.3,15.7
58391.3,15.7
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.8
58391.3,15.9
58391.3,15.9
58391.3,15.9
58391.3,15.9
58391.3,16.0
58391.9,15.5
58391.9,15.6
58392.2,15.6
58392.2,15.7
58392.3,15.7
58392.3,15.7
58392.3,15.7
58392.3,15.7
58392.3,15.7
58392.3,15.7
58392.3,15.7
58392.3,15.7
58392.3,15.7
58392.3,15.7
58392.3,15.7
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.8
58392.3,15.9
58392.3,15.9
58392.3,15.9
58392.3,16.0
58392.7,15.5
58392.9,15.6
58392.9,15.7
58393.2,15.7
58393.2,15.7
58393.2,15.7
58393.2,15.7
58393.2,15.7
58393.2,15.7
58393.2,15.7
58393.2,15.7
58393.2,15.7
58393.2,15.7
58393.2,15.7
58393.2,15.7
58393.2,15.7
58393.2,15.8
58393.2,15.8
58393.2,15.8
58393.2,15.8
58393.2,15.8
58393.2,15.8
58393.2,15.8
58393.2,15.8
58393.2,15.8
58393.2,15.8
58393.2,15.8
58393.3,15.7
58393.3,15.7
58393.3,15.7
58393.3,15.7
58393.3,15.7
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.8
58393.3,15.9
58393.3,15.9
58393.3,15.9
58393.3,15.9
58393.3,15.9
58393.3,15.9
58393.3,15.9
58393.3,15.9
58393.3,15.9
58393.3,15.9
58393.9,15.6
58393.9,15.8
58394.2,15.8
58394.2,15.8
58394.2,15.8
58394.2,15.8
58394.2,15.8
58394.2,15.8
58394.2,15.8
58394.2,15.8
58394.2,15.8
58394.2,15.9
58394.2,15.9
58394.2,15.9
58394.2,15.9
58394.2,15.9
58394.2,15.9
58394.2,15.9
58394.2,15.9
58394.2,15.9
58394.2,15.9
58394.2,15.9
58394.2,15.9
58394.2,16.0
58394.2,16.0
58394.2,16.0
58394.2,16.1
58394.2,16.1
58394.3,15.8
58394.3,15.8
58394.3,15.9
58394.3,15.9
58394.3,15.9
58394.3,15.9
58394.3,15.9
58394.3,15.9
58394.3,15.9
58394.3,15.9
58394.3,15.9
58394.3,16.0
58394.3,16.0
58394.3,16.0
58394.3,16.0
58394.3,16.0
58394.3,16.0
58394.3,16.0
58394.3,16.0
58394.3,16.0
58394.3,16.0
58394.3,16.0
58394.3,16.0
58394.3,16.0
58394.3,16.0
58394.3,16.0
58394.3,16.0
58394.3,16.0
58394.3,16.0
58394.3,16.0
58394.3,16.0
58394.3,16.1
58394.3,16.1
58394.3,16.1
58394.3,16.1
58394.3,16.2
58394.9,15.7
58394.9,15.9
58395.9,15.7
58395.9,15.9
58396.2,15.9
58396.8,15.5
58396.9,15.7
58396.9,15.9
58397.2,15.9
58397.8,15.5
58397.9,15.8
58397.9,16.1
58398.2,16.0
58399.2,15.6
58399.9,15.6
58399.9,15.8
58400.9,15.8
58400.9,16.1
58401.9,15.7
58401.9,15.7
58402.9,15.7
58402.9,16.1
58403.2,15.8
58403.9,15.7
58403.9,15.7
58404.9,15.7
58404.9,15.9
58405.2,15.8
58405.9,15.5
58405.9,15.6
58406.9,15.7
58406.9,15.9
58407.9,15.8
58407.9,16.1
58408.9,15.7
58408.9,15.8
58409.9,15.9
58410.9,15.7
58410.9,15.7
58411.9,15.8
58411.9,16.0
58412.2,16.0
58412.9,15.8
58412.9,15.8
58413.2,15.7
58413.9,15.4
58414.9,16.2
58414.9,16.3
58421.1,15.6
58430.1,15.4
58434.1,15.6
58434.2,16.1
58438.2,15.8
58438.8,15.8
58438.8,15.8
58438.8,15.8
58438.8,15.8
58438.8,15.8
58438.8,15.8
58438.8,15.8
58438.8,15.8
58438.8,15.8
58438.8,15.8
58438.8,15.8
58438.8,15.8
58438.8,15.8
58438.8,15.8
58438.8,15.8
58438.8,15.9
58438.8,15.9
58438.8,15.9
58438.8,15.9
58438.8,15.9
58438.8,15.9
58438.8,15.9
58438.8,15.9
58438.8,15.9
58438.8,15.9
58438.8,15.9
58438.8,15.9
58438.8,15.9
58438.8,15.9
58438.8,15.9
58438.8,15.9
58438.8,15.9
58438.8,15.9
58438.8,16.0
58438.8,16.0
58438.9,15.8
58438.9,15.8
58438.9,15.8
58438.9,15.9
58438.9,15.9
58438.9,15.9
58438.9,15.9
58438.9,15.9
58438.9,16.0
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.8
58439.8,15.9
58439.8,15.9
58439.8,15.9
58439.8,15.9
58439.8,15.9
58439.8,15.9
58439.8,15.9
58439.8,15.9
58439.8,15.9
58439.8,15.9
58439.8,15.9
58439.8,15.9
58439.8,15.9
58439.8,15.9
58439.8,15.9
58439.8,15.9
58439.8,15.9
58439.8,15.9
58439.8,16.0
58439.9,15.7
58439.9,15.8
58439.9,15.8
58439.9,15.8
58439.9,15.8
58439.9,15.8
58439.9,15.8
58439.9,15.8
58439.9,15.8
58439.9,15.8
58439.9,15.9
58439.9,15.9
58439.9,15.9
58440.8,15.8
58440.8,15.8
58440.8,15.8
58440.8,15.8
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,15.9
58440.8,16.0
58440.8,16.0
58440.8,16.0
58440.8,16.0
58440.8,16.0
58440.8,16.0
58440.8,16.0
58440.9,15.7
58440.9,15.8
58440.9,15.9
58440.9,15.9
58440.9,15.9
58440.9,15.9
58440.9,15.9
58440.9,15.9
58440.9,15.9
58440.9,15.9
58440.9,16.0
58440.9,16.0
58441.8,15.8
58441.8,15.8
58441.8,15.8
58441.8,15.8
58441.8,15.8
58441.8,15.8
58441.8,15.8
58441.8,15.8
58441.8,15.8
58441.8,15.8
58441.8,15.8
58441.8,15.8
58441.8,15.8
58441.8,15.8
58441.8,15.8
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.8,15.9
58441.9,15.8
58441.9,15.8
58441.9,15.8
58441.9,15.8
58441.9,15.8
58441.9,15.8
58441.9,15.9
58441.9,15.9
58442.8,15.8
58442.8,15.8
58442.8,15.8
58442.8,15.8
58442.8,15.8
58442.8,15.8
58442.8,15.8
58442.8,15.8
58442.8,15.8
58442.8,15.8
58442.8,15.8
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,15.9
58442.8,16.0
58442.8,16.0
58442.8,16.0
58442.8,16.0
58442.9,15.8
58442.9,15.8
58442.9,15.8
58442.9,15.8
58442.9,15.8
58442.9,15.8
58442.9,15.8
58442.9,15.8
58442.9,15.9
58443.7,15.9
58443.8,15.7
58443.8,15.7
58443.8,15.7
58443.8,15.8
58443.8,15.8
58443.8,15.8
58443.8,15.8
58443.8,15.8
58443.8,15.8
58443.8,15.8
58443.8,15.8
58443.8,15.8
58443.8,15.8
58443.8,15.8
58443.8,15.8
58443.8,15.8
58443.8,15.8
58443.8,15.8
58443.8,15.8
58443.8,15.8
58443.8,15.9
58443.8,15.9
58443.8,15.9
58443.8,15.9
58443.8,15.9
58443.8,15.9
58443.8,15.9
58443.8,15.9
58443.8,15.9
58443.8,15.9
58443.8,15.9
58443.8,15.9
58443.8,16.0
58443.9,15.7
58443.9,15.7
58443.9,15.8
58443.9,15.8
58443.9,15.8
58443.9,15.8
58443.9,15.9
58443.9,15.9
58444.7,15.8
58444.8,15.7
58444.8,15.7
58444.8,15.7
58444.8,15.7
58444.8,15.7
58444.8,15.7
58444.8,15.8
58444.8,15.8
58444.8,15.8
58444.8,15.8
58444.8,15.8
58444.8,15.8
58444.8,15.8
58444.8,15.8
58444.8,15.8
58444.8,15.8
58444.8,15.8
58444.8,15.8
58444.8,15.8
58444.8,15.8
58444.8,15.8
58444.8,15.8
58444.8,15.8
58444.8,15.8
58444.8,15.8
58444.8,15.8
58444.8,15.8
58444.8,15.9
58444.8,15.9
58444.8,15.9
58444.8,15.9
58444.8,15.9
58444.8,15.9
58444.8,15.9
58444.9,15.8
58444.9,15.8
58444.9,15.8
58444.9,15.8
58444.9,15.9
58444.9,15.9
58444.9,15.9
58445.7,15.8
58445.7,15.9
58445.8,15.7
58445.8,15.7
58445.8,15.8
58445.8,15.8
58445.8,15.8
58445.8,15.8
58445.8,15.8
58445.8,15.8
58445.8,15.8
58445.8,15.8
58445.8,15.8
58445.8,15.8
58445.8,15.8
58445.8,15.8
58445.8,15.8
58445.8,15.8
58445.8,15.8
58445.8,15.9
58445.8,15.9
58445.8,15.9
58445.8,15.9
58445.8,15.9
58445.8,15.9
58445.8,15.9
58445.8,15.9
58445.8,15.9
58445.8,15.9
58445.8,15.9
58445.8,15.9
58445.8,15.9
58445.8,15.9
58445.8,15.9
58445.8,15.9
58445.8,15.9
58445.9,15.8
58445.9,15.8
58445.9,15.8
58445.9,15.8
58445.9,15.9
58445.9,15.9
58445.9,15.9
58446.7,15.7
58446.7,15.8
58446.7,15.9
58446.8,15.7
58446.8,15.7
58446.8,15.7
58446.8,15.7
58446.8,15.7
58446.8,15.7
58446.8,15.7
58446.8,15.7
58446.8,15.7
58446.8,15.7
58446.8,15.8
58446.8,15.8
58446.8,15.8
58446.8,15.8
58446.8,15.8
58446.8,15.8
58446.8,15.8
58446.8,15.8
58446.8,15.8
58446.8,15.8
58446.8,15.8
58446.8,15.8
58446.8,15.8
58446.8,15.8
58446.8,15.8
58446.8,15.8
58446.8,15.8
58446.8,15.8
58446.8,15.8
58446.8,15.8
58446.8,15.8
58446.8,15.8
58446.8,15.9
58446.8,15.9
58446.9,15.9
58446.9,15.9
58446.9,15.9
58446.9,15.9
58446.9,15.9
58446.9,15.9
58446.9,15.9
58447.7,15.7
58447.7,15.7
58447.7,15.7
58447.7,15.8
58447.8,15.7
58447.8,15.7
58447.8,15.7
58447.8,15.7
58447.8,15.7
58447.8,15.7
58447.8,15.7
58447.8,15.7
58447.8,15.7
58447.8,15.7
58447.8,15.8
58447.8,15.8
58447.8,15.8
58447.8,15.8
58447.8,15.8
58447.8,15.8
58447.8,15.8
58447.8,15.8
58447.8,15.8
58447.8,15.8
58447.8,15.8
58447.8,15.8
58447.8,15.8
58447.8,15.8
58447.8,15.8
58447.8,15.8
58447.8,15.8
58447.8,15.9
58447.8,15.9
58447.8,15.9
58447.8,15.9
58447.8,15.9
58447.8,15.9
58447.8,15.9
58447.9,15.8
58447.9,15.8
58447.9,15.8
58447.9,15.8
58447.9,15.8
58447.9,15.8
58447.9,15.8
58448.7,15.7
58448.7,15.8
58448.7,15.8
58448.7,15.8
58448.7,15.9
58448.8,15.7
58448.8,15.8
58448.8,15.8
58448.8,15.8
58448.8,15.8
58448.8,15.8
58448.8,15.8
58448.8,15.8
58448.8,15.8
58448.8,15.8
58448.8,15.8
58448.8,15.8
58448.8,15.8
58448.8,15.8
58448.8,15.8
58448.8,15.8
58448.8,15.8
58448.8,15.8
58448.8,15.8
58448.8,15.9
58448.8,15.9
58448.8,15.9
58448.8,15.9
58448.8,15.9
58448.8,15.9
58448.8,15.9
58448.8,15.9
58448.8,15.9
58448.8,15.9
58448.8,16.0
58448.8,16.0
58448.8,16.0
58448.8,16.0
58448.8,16.0
58448.9,15.8
58448.9,15.8
58448.9,15.8
58448.9,15.9
58448.9,15.9
58448.9,15.9
58448.9,16.0
58449.7,15.8
58449.7,15.8
58449.7,15.8
58449.7,15.8
58449.7,15.8
58449.7,15.9
58449.8,15.7
58449.8,15.7
58449.8,15.8
58449.8,15.8
58449.8,15.8
58449.8,15.8
58449.8,15.8
58449.8,15.8
58449.8,15.8
58449.8,15.8
58449.8,15.8
58449.8,15.8
58449.8,15.8
58449.8,15.8
58449.8,15.8
58449.8,15.8
58449.8,15.8
58449.8,15.8
58449.8,15.8
58449.8,15.8
58449.8,15.8
58449.8,15.8
58449.8,15.9
58449.8,15.9
58449.8,15.9
58449.8,15.9
58449.8,15.9
58449.8,15.9
58449.8,15.9
58449.8,15.9
58449.8,15.9
58449.8,15.9
58449.8,16.0
58449.8,16.0
58449.9,15.7
58449.9,15.8
58449.9,15.8
58449.9,15.8
58449.9,15.8
58449.9,15.8
58450.7,15.8
58450.7,15.9
58450.7,15.9
58450.7,15.9
58450.7,15.9
58450.7,16.0
58450.7,16.0
58450.8,15.7
58450.8,15.7
58450.8,15.8
58450.8,15.8
58450.8,15.8
58450.8,15.8
58450.8,15.8
58450.8,15.8
58450.8,15.8
58450.8,15.8
58450.8,15.8
58450.8,15.8
58450.8,15.8
58450.8,15.8
58450.8,15.8
58450.8,15.8
58450.8,15.8
58450.8,15.9
58450.8,15.9
58450.8,15.9
58450.8,15.9
58450.8,15.9
58450.8,15.9
58450.8,15.9
58450.8,15.9
58450.8,15.9
58450.8,15.9
58450.8,15.9
58450.8,15.9
58450.8,15.9
58450.8,15.9
58450.8,16.0
58450.8,16.0
58450.8,16.0
58450.9,15.7
58450.9,15.8
58450.9,15.8
58450.9,15.8
58450.9,15.8
58450.9,15.9
58451.7,15.9
58451.7,15.9
58451.7,15.9
58451.7,16.0
58451.7,16.0
58451.7,16.0
58451.7,16.0
58451.7,16.0
58451.8,15.8
58451.8,15.8
58451.8,15.8
58451.8,15.8
58451.8,15.8
58451.8,15.8
58451.8,15.8
58451.8,15.8
58451.8,15.8
58451.8,15.8
58451.8,15.8
58451.8,15.8
58451.8,15.8
58451.8,15.8
58451.8,15.8
58451.8,15.8
58451.8,15.9
58451.8,15.9
58451.8,15.9
58451.8,15.9
58451.8,15.9
58451.8,15.9
58451.8,15.9
58451.8,15.9
58451.8,15.9
58451.8,15.9
58451.8,15.9
58451.8,15.9
58451.8,15.9
58451.8,15.9
58451.8,15.9
58451.8,15.9
58451.8,15.9
58451.9,15.7
58451.9,15.7
58451.9,15.8
58451.9,15.8
58451.9,15.8
58451.9,15.8
58451.9,15.9
58452.1,15.6
58452.1,15.7
58452.1,15.7
58452.1,15.7
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.8
58452.1,15.9
58452.1,15.9
58452.1,15.9
58452.1,15.9
58452.1,15.9
58452.1,15.9
58452.1,15.9
58452.1,15.9
58452.1,15.9
58452.1,15.9
58452.1,15.9
58452.1,15.9
58452.1,15.9
58452.1,15.9
58452.1,15.9
58452.1,15.9
58452.1,15.9
58452.1,15.9
58452.1,15.9
58452.1,15.9
58452.1,15.9
58452.1,16.0
58452.2,15.6
58452.2,15.7
58452.2,15.7
58452.2,15.7
58452.2,15.7
58452.2,15.7
58452.2,15.7
58452.2,15.7
58452.2,15.7
58452.2,15.7
58452.2,15.7
58452.2,15.7
58452.2,15.7
58452.2,15.7
58452.2,15.7
58452.2,15.7
58452.2,15.7
58452.2,15.7
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.8
58452.2,15.9
58452.2,15.9
58452.2,15.9
58452.2,15.9
58452.2,15.9
58452.2,15.9
58452.7,15.8
58452.7,15.8
58452.7,15.8
58452.7,15.9
58452.7,15.9
58452.7,15.9
58452.7,15.9
58452.7,15.9
58452.7,15.9
58452.8,15.7
58452.8,15.7
58452.8,15.8
58452.8,15.8
58452.8,15.8
58452.8,15.8
58452.8,15.8
58452.8,15.8
58452.8,15.8
58452.8,15.8
58452.8,15.8
58452.8,15.8
58452.8,15.8
58452.8,15.8
58452.8,15.8
58452.8,15.8
58452.8,15.8
58452.8,15.8
58452.8,15.8
58452.8,15.8
58452.8,15.9
58452.8,15.9
58452.8,15.9
58452.8,15.9
58452.8,15.9
58452.8,15.9
58452.8,15.9
58452.8,15.9
58452.8,15.9
58452.8,15.9
58452.8,15.9
58452.8,15.9
58452.8,15.9
58452.9,15.7
58452.9,15.8
58452.9,15.8
58452.9,15.8
58452.9,15.8
58452.9,15.9
58452.9,15.9
58453.1,15.4
58453.7,15.8
58453.7,15.9
58453.7,15.9
58453.7,15.9
58453.7,15.9
58453.7,15.9
58453.7,15.9
58453.7,15.9
58453.7,15.9
58453.7,16.0
58453.8,15.8
58453.8,15.8
58453.8,15.8
58453.8,15.8
58453.8,15.8
58453.8,15.8
58453.8,15.8
58453.8,15.8
58453.8,15.8
58453.8,15.8
58453.8,15.8
58453.8,15.8
58453.8,15.8
58453.8,15.8
58453.8,15.8
58453.8,15.8
58453.8,15.9
58453.8,15.9
58453.8,15.9
58453.8,15.9
58453.8,15.9
58453.8,15.9
58453.8,15.9
58453.8,15.9
58453.8,15.9
58453.8,15.9
58453.8,15.9
58453.8,15.9
58453.8,15.9
58453.8,15.9
58453.8,16.0
58453.8,16.0
58453.8,16.0
58453.9,15.6
58453.9,15.8
58453.9,15.8
58453.9,15.8
58453.9,15.8
58453.9,15.8
58453.9,16.0
58455.1,15.4
58455.1,15.8
58455.1,15.8
58455.1,15.8
58455.1,15.8
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,15.9
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.1,16.0
58455.2,15.8
58455.2,15.9
58458.1,15.4
58458.8,15.9
58458.8,15.9
58458.8,15.9
58458.8,15.9
58458.8,15.9
58458.8,16.0
58458.8,16.0
58458.8,16.0
58458.8,16.0
58458.8,16.0
58458.8,16.0
58458.8,16.0
58458.8,16.0
58458.9,15.7
58458.9,15.8
58458.9,15.8
58458.9,15.8
58458.9,15.8
58458.9,15.8
58458.9,15.8
58458.9,15.8
58458.9,15.8
58458.9,15.8
58458.9,15.8
58458.9,15.8
58458.9,15.8
58458.9,15.8
58458.9,15.8
58458.9,15.8
58458.9,15.8
58458.9,15.8
58458.9,15.8
58458.9,15.8
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,15.9
58458.9,16.0
58458.9,16.0
58458.9,16.0
58458.9,16.0
58458.9,16.0
58458.9,16.0
58458.9,16.0
58458.9,16.0
58458.9,16.0
58458.9,16.0
58458.9,16.0
58458.9,16.0
58458.9,16.0
58458.9,16.0
58458.9,16.1
58458.9,16.1
58458.9,16.1
58459.0,15.7
58459.0,15.8
58459.0,15.9
58459.0,15.9
58459.0,15.9
58459.0,16.0
58459.1,15.4
58459.1,15.7
58459.1,15.7
58459.1,15.8
58459.1,15.8
58459.1,15.8
58459.1,15.8
58459.1,15.8
58459.1,15.8
58459.1,15.8
58459.1,15.8
58459.1,15.8
58459.1,15.8
58459.1,15.8
58459.1,15.8
58459.1,15.8
58459.1,15.8
58459.1,15.8
58459.1,15.8
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,15.9
58459.1,16.0
58459.1,16.0
58459.1,16.0
58459.1,16.0
58459.1,16.0
58459.1,16.0
58459.1,16.0
58459.1,16.0
58459.1,16.1
58459.1,16.1
58459.1,16.2
58459.2,15.6
58459.2,15.7
58459.2,15.7
58459.2,15.7
58459.2,15.7
58459.2,15.7
58459.2,15.8
58459.2,15.8
58459.2,15.8
58459.2,15.8
58459.2,15.8
58459.2,15.8
58459.2,15.8
58459.2,15.8
58459.2,15.8
58459.2,15.8
58459.2,15.8
58459.2,15.8
58459.2,15.8
58459.2,15.8
58459.2,15.8
58459.2,15.8
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,15.9
58459.2,16.0
58459.2,16.0
58459.2,16.0
58459.2,16.0
58459.2,16.0
58459.2,16.0
58459.2,16.1
58459.2,16.2
58463.0,15.8
58463.0,15.8
58463.0,15.9
58463.0,15.9
58463.0,15.9
58463.1,15.6
58463.1,15.7
58463.1,15.7
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.8
58463.1,15.9
58463.1,15.9
58463.1,15.9
58463.1,15.9
58463.1,15.9
58463.1,15.9
58463.1,15.9
58463.1,15.9
58463.1,15.9
58463.1,15.9
58463.1,15.9
58463.1,15.9
58463.1,15.9
58463.1,15.9
58463.1,15.9
58463.1,15.9
58463.1,15.9
58463.1,15.9
58463.1,15.9
