oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid,phase
587104200017362,155348630,2459307.988123006,59307.4863079,15.040657997131348,0.011908741667866707,0,zg,263.4707793,16.9195187,0.46000000834465027,0.023000000044703484,20210403486308,587,4,2,21.170000076293945,26.31032943725586,0.018337057903409004,-0.052722614258527756,5.918422630202258e-06,30.0,1.0700000524520874,1,0
587104200017362,155544403,2459309.945992437,59309.4440394,15.061238288879395,0.011919290758669376,0,zg,263.4707743,16.919513,0.375,0.004999999888241291,20210405444016,587,4,2,21.059999465942383,26.29306983947754,0.018087131902575493,-0.06529883295297623,5.745087491959566e-06,30.0,1.1610000133514404,1,0
587104200017362,155744569,2459311.947786419,59311.4456944,15.047700881958008,0.011912306770682335,0,zg,263.4707774,16.9195149,0.765999972820282,0.03099999949336052,20210407445694,587,4,2,21.59000015258789,26.308053970336914,0.01641947403550148,-0.05960964411497116,4.735688435175689e-06,30.0,1.1380000114440918,1,0
587104200017362,155949582,2459313.998053841,59313.4958218,14.98725414276123,0.011883165687322617,0,zg,263.4707656,16.9195067,0.4230000078678131,0.00800000037997961,20210409495810,587,4,2,21.5,26.23288917541504,0.017518257722258568,-0.06104838848114014,5.4188694775803015e-06,30.0,1.0390000343322754,1,0
587104200017362,156544253,2459319.9451577915,59319.4425347,15.06109619140625,0.011919215321540833,0,zg,263.4707769,16.9195268,0.6039999723434448,0.004999999888241291,20210415442535,587,4,2,21.1200008392334,26.29546546936035,0.01870475709438324,-0.05692193657159805,6.2011722548049875e-06,30.0,1.090999960899353,1,0
587104200017362,156843614,2459322.9389563263,59322.4361458,15.056656837463379,0.01191690657287836,0,zg,263.4707705,16.9195247,1.0390000343322754,-0.029999999329447746,20210418436123,587,4,2,21.309999465942383,26.282447814941406,0.01708105020225048,-0.04510362446308136,5.109791345603298e-06,30.0,1.0870000123977661,1,0
587104200017362,157040635,2459324.9092843044,59324.4063542,14.97134780883789,0.011876036413013935,0,zg,263.4707698,16.9195119,0.8190000057220459,-0.017000000923871994,20210420406354,587,4,2,21.3700008392334,26.27906036376953,0.017164405435323715,-0.06495056301355362,5.1701549637073185e-06,30.0,1.149999976158142,1,0
587104200017362,157436281,2459328.8659731285,59328.3628125,14.983534812927246,0.011881478130817413,0,zg,263.470775,16.9195125,0.6069999933242798,0.013000000268220901,20210424362813,587,4,2,20.219999313354492,26.246227264404297,0.02411380410194397,-0.052906669676303864,1.0160012607229874e-05,30.0,1.2869999408721924,1,0
587104200017362,158244067,2459336.944259602,59336.4406713,15.059348106384277,0.011918305419385433,0,zg,263.4707587,16.9195187,0.6050000190734863,-0.0,20210502440671,587,4,2,20.6299991607666,26.299955368041992,0.02188519574701786,-0.08234000205993652,8.282788257929496e-06,30.0,1.034999966621399,1,0
587104200017362,158540449,2459339.9082202516,59339.4044907,15.105932235717773,0.011943577788770199,0,zg,263.4707537,16.9195264,0.7269999980926514,0.012000000104308128,20210505404491,587,4,2,21.690000534057617,26.266725540161133,0.016278067603707314,-0.052265871316194534,4.65385164716281e-06,30.0,1.0609999895095825,1,0
587104200017362,158940364,2459343.9075516337,59343.4036458,15.093428611755371,0.011936590075492859,0,zg,263.4707593,16.9195344,0.7139999866485596,0.03500000014901161,20210509403646,587,4,2,21.790000915527344,26.21137809753418,0.015920599922537804,-0.05174620822072029,4.5432989281835034e-06,30.0,1.0490000247955322,1,0
587104200017362,159244307,2459346.94710704,59346.4430787,15.011754989624023,0.011894581839442253,0,zg,263.4707505,16.9195221,0.7850000262260437,0.03999999910593033,20210512443079,587,4,2,21.520000457763672,26.291933059692383,0.018173372372984886,-0.07911285758018494,5.989748387946747e-06,30.0,1.0360000133514404,1,0
