 56376  796.36 3298.67 19.599  1.669 17.930  74   2 0.424 1008   2 0.038
 56377  925.53 3301.15 99.999  9.999 16.579   0   0 9.999  970   0 0.815
 56378  930.49 3302.93 99.999  9.999 16.115   0   0 9.999  966   0 0.924
 56379  922.04 3301.10 99.999  9.999 16.810   0   0 9.999  980   0 0.800
 56381  668.14 3302.15 99.999  9.999 17.674   0   0 9.999 1007   3 0.029
 56382  561.76 3302.28 19.770  1.595 18.174  74   1 0.070 1005   3 0.039
 56383  671.79 3303.26 99.999  9.999 18.293   0   0 9.999 1007   3 0.050
 56384  991.71 3303.44 99.999  9.999 17.037   0   0 9.999  890   0 1.178
 56385  722.88 3306.77 19.526  1.783 17.743  73   0 0.060 1006   3 0.029
 56386  933.54 3307.09 99.999  9.999 16.108   0   0 9.999  876   0 0.866
 56387  807.08 3307.25 19.628  1.606 18.022  73   0 0.100 1005   4 0.047
 56388  991.39 3311.48 99.999  9.999 17.023   0   0 9.999  778   0 0.810
 56389  744.04 3310.39 19.846  1.585 18.260  71   0 0.087 1009   1 0.046
 56390  626.74 3312.08 19.364  1.663 17.701  73   1 0.045 1009   1 0.062
 56391  592.77 3313.17 19.840  1.654 18.186  75   0 0.088 1007   1 0.040
 56392  607.57 3312.39 19.687  1.493 18.194  77   0 0.068 1008   2 0.053
 56393  718.05 3312.90 19.992  1.892 18.100  73   0 0.087 1009   2 0.041
 56394  843.39 3314.15 20.177  1.989 18.188  70   0 0.275  992  14 0.117
